symbol,name,source,price_usd,market_cap,volume_24h,change_24h,change_7d,volatility,mcap_tier,trend,momentum_score
XLM,Stellar,coingecko,0.159807,5351687561,108961533,-2.72718,-0.6613492237078276,LOW,MID_CAP,DOWN,-1.9
SUI,Sui,coingecko,1.21,4831082827,688156364,-2.37825,22.694312807310627,LOW,MID_CAP,DOWN,7.65
USD1,USD1,coingecko,0.999342,4433184582,1040708655,-0.01759,-0.0024737751037448926,LOW,MID_CAP,FLAT,-0.01
LTC,Litecoin,coingecko,57.24,4416987579,263061640,-1.73544,0.9728755304497138,LOW,MID_CAP,DOWN,-0.65
DAI,Dai,coingecko,0.99962,4371836354,223456794,-0.00889,-0.0017538194154869343,LOW,MID_CAP,FLAT,-0.01
M,MemeCore,coingecko,3.33,4322421049,12211151,1.54984,-13.40198821144819,LOW,MID_CAP,UP,-4.43
AVAX,Avalanche,coingecko,9.78,4221274519,227755356,-2.25257,2.0462689940142926,LOW,MID_CAP,DOWN,-0.53
HBAR,Hedera,coingecko,0.093425,4051683333,71625432,-1.04488,3.021269526529138,LOW,MID_CAP,DOWN,0.58
USDE,Ethena USDe,coingecko,1.0,4029004668,293507202,0.07794,0.1083141345704429,LOW,MID_CAP,FLAT,0.09
SHIB,Shiba Inu,coingecko,6.3e-06,3712356902,141688801,-3.0162,-0.36626382362091037,MEDIUM,MID_CAP,DOWN,-1.96
RAIN,Rain,coingecko,0.00750796,3595100931,32404814,-0.90372,5.199206931529136,LOW,MID_CAP,FLAT,1.54
PYUSD,PayPal USD,coingecko,0.999884,3477480642,76680291,0.00833,-2.3697064366831198e-05,LOW,MID_CAP,FLAT,0.0
USDG,Global Dollar,coingecko,0.999598,3417334926,333550888,-0.02079,-0.027523473407182933,LOW,MID_CAP,FLAT,-0.02
CRO,Cronos,coingecko,0.073684,3215578605,19268156,-6.82154,4.63560831667245,MEDIUM,MID_CAP,STRONG_DOWN,-2.24
USYC,Circle USYC,coingecko,1.12,2993245535,112267,0.0,0.0,LOW,MID_CAP,FLAT,0.0
TAO,Bittensor,coingecko,296.19,2841042943,216044439,-2.82956,-4.5392069213387805,LOW,MID_CAP,DOWN,-3.51
XAUT,Tether Gold,coingecko,4681.67,2773341218,147092573,-0.4301,-0.2102756572433196,LOW,MID_CAP,FLAT,-0.34
UNI,Uniswap,coingecko,3.62,2300518526,183111679,-4.83936,5.438583532694873,MEDIUM,MID_CAP,DOWN,-0.73
BUIDL,BlackRock USD Institutional Digital Liquidity Fund,coingecko,1.0,2298958109,0.0,0.0,0.0,LOW,MID_CAP,FLAT,0.0
DOT,Polkadot,coingecko,1.33,2243880778,201879229,-4.34538,1.4887045617335204,MEDIUM,MID_CAP,DOWN,-2.01
MNT,Mantle,coingecko,0.677008,2237511501,53501088,0.50863,2.695529895326454,LOW,MID_CAP,FLAT,1.38
PAXG,PAX Gold,coingecko,4681.97,2209746396,135203398,-0.44104,-0.04646688995477825,LOW,MID_CAP,FLAT,-0.28
WLFI,World Liberty Financial,coingecko,0.06886,2187258295,63150995,-0.73444,1.995452209941976,LOW,MID_CAP,FLAT,0.36
NEAR,NEAR Protocol,coingecko,1.57,2028623090,322315408,-4.46674,5.173615145695961,MEDIUM,MID_CAP,DOWN,-0.61
USDY,Ondo US Dollar Yield,coingecko,1.12,1879187003,3885235,-0.63544,-0.5525974974133682,LOW,MID_CAP,FLAT,-0.6
ONDO,Ondo,coingecko,0.38588,1870878309,154910279,-4.17839,15.874194099322484,MEDIUM,MID_CAP,DOWN,3.84
PI,Pi Network,coingecko,0.170591,1789197427,13312700,-1.14839,-5.193374244830102,LOW,MID_CAP,DOWN,-2.77
OKB,OKB,coingecko,84.86,1782375339,18965658,-1.29279,-1.9574896607160928,LOW,MID_CAP,DOWN,-1.56
USDF,Falcon USD,coingecko,0.998308,1780650773,423491,-0.17563,0.004239448981178456,LOW,MID_CAP,FLAT,-0.1
HTX,HTX DAO,coingecko,1.96e-06,1770818571,93979425,-0.28515,-0.38589594949422595,LOW,MID_CAP,FLAT,-0.33
ASTER,Aster,coingecko,0.672142,1733848705,130894577,-0.62451,-0.18424220816028408,LOW,MID_CAP,FLAT,-0.45
PEPE,Pepe,coingecko,4.07e-06,1713860621,236942281,-2.68232,-1.9397893680690268,LOW,MID_CAP,DOWN,-2.39
SKY,Sky,coingecko,0.072612,1685544718,11566395,-5.14535,-8.962470214623504,MEDIUM,MID_CAP,STRONG_DOWN,-6.67
ICP,Internet Computer,coingecko,3.01,1658596517,74713912,-6.26934,1.3663060683373613,MEDIUM,MID_CAP,STRONG_DOWN,-3.22
RLUSD,Ripple USD,coingecko,0.999954,1553444944,112243828,-0.00743,-0.0016880993060026034,LOW,MID_CAP,FLAT,-0.01
AAVE,Aave,coingecko,97.18,1475402448,294473542,-1.0147,4.344576888790055,LOW,MID_CAP,DOWN,1.13
USDD,USDD,coingecko,0.999593,1472715018,15403071,-0.01354,-0.014312071168697522,LOW,MID_CAP,FLAT,-0.01
ETC,Ethereum Classic,coingecko,9.29,1453746535,44681904,-1.87427,0.11932360812950168,LOW,MID_CAP,DOWN,-1.08
BGB,Bitget Token,coingecko,2.06,1443848380,17006633,-1.41724,-3.719380658315654,LOW,MID_CAP,DOWN,-2.34
BFUSD,BFUSD,coingecko,0.9988,1318416191,1418572,-0.03991,-0.029977792491222444,LOW,MID_CAP,FLAT,-0.04
MORPHO,Morpho,coingecko,1.98,1248453709,11774882,-4.1376,-8.85394429228651,MEDIUM,MID_CAP,DOWN,-6.02
KCS,KuCoin,coingecko,8.34,1123250103,2710293,-1.59223,-0.6041234952395451,LOW,MID_CAP,DOWN,-1.2
JTRSY,Janus Henderson Anemoy Treasury Fund,coingecko,1.1,1113345591,0.0,0.00879,0.18435355924968794,LOW,MID_CAP,FLAT,0.08
QNT,Quant,coingecko,75.1,1092043466,12618931,0.7463,7.5123366888031535,LOW,MID_CAP,FLAT,3.45
ENA,Ethena,coingecko,0.117748,1063708072,104272178,-4.82361,0.8908398031865633,MEDIUM,MID_CAP,DOWN,-2.54
ALGO,Algorand,coingecko,0.117701,1048315117,31939234,-4.51573,-6.95356220415613,MEDIUM,MID_CAP,DOWN,-5.49
U,United Stables,coingecko,1.0,1028258296,88949134,0.10119,0.039728792469554325,LOW,MID_CAP,FLAT,0.08
ATOM,Cosmos Hub,coingecko,2.02,1027904300,65760774,-6.04203,7.113637503340008,MEDIUM,MID_CAP,STRONG_DOWN,-0.78
KAS,Kaspa,coingecko,0.03714228,1018349662,22586402,-2.79365,0.881155530893097,LOW,MID_CAP,DOWN,-1.32
USTB,Superstate Short Duration U.S. Government Securities Fund (USTB),coingecko,11.08,1016644652,0.0,0.0095,0.06496005854985536,LOW,MID_CAP,FLAT,0.03
POL,POL (ex-MATIC),coingecko,0.095307,1014747549,49671635,-5.00507,-4.071391762314771,MEDIUM,MID_CAP,STRONG_DOWN,-4.63
EUTBL,Spiko EU T-Bills Money Market Fund,coingecko,1.23,991064331,0.0,-0.19144,-0.32036786877065293,LOW,SMALL_CAP,FLAT,-0.24
RENDER,Render,coingecko,1.87,969977439,84903497,-3.79229,-3.6814983163648445,MEDIUM,SMALL_CAP,DOWN,-3.75
BCAP,Blockchain Capital,coingecko,105.87,964699192,0.0,0.0,0.09454476694715754,LOW,SMALL_CAP,FLAT,0.04
NEXO,NEXO,coingecko,0.903062,902835021,7820121,-1.81303,0.32515234366527196,LOW,SMALL_CAP,DOWN,-0.96
STABLE,​​Stable,coingecko,0.03873786,885146809,22444381,0.04674,16.476269449238323,LOW,SMALL_CAP,FLAT,6.62
WLD,Worldcoin,coingecko,0.258932,874278956,123257844,-6.0518,2.289794919688295,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.72
APT,Aptos,coingecko,1.037,849725209,72321576,-6.18699,2.3403456642227214,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.78
FIL,Filecoin,coingecko,1.043,814197006,82689258,-4.65875,-4.127134502207254,MEDIUM,SMALL_CAP,DOWN,-4.45
USDTB,USDtb,coingecko,0.999245,813137342,4645034,-0.03653,-0.06808433024864824,LOW,SMALL_CAP,FLAT,-0.05
ARB,Arbitrum,coingecko,0.130489,800771116,75283729,-6.72042,4.173352190359601,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.36
JST,JUST,coingecko,0.090744,775433887,22339133,0.58757,5.685360490914056,LOW,SMALL_CAP,FLAT,2.63
GT,Gate,coingecko,7.28,775423051,2401505,-0.55188,-1.2450829357732212,LOW,SMALL_CAP,FLAT,-0.83
FLR,Flare,coingecko,0.00865639,745797340,2701894,-1.27313,10.67153162642053,LOW,SMALL_CAP,DOWN,3.5
JUP,Jupiter,coingecko,0.222494,738539939,34042569,-6.98692,13.191530342768608,MEDIUM,SMALL_CAP,STRONG_DOWN,1.08
PUMP,Pump.fun,coingecko,0.00185612,661808937,51434560,-7.36405,-3.4513528757849037,MEDIUM,SMALL_CAP,STRONG_DOWN,-5.8
XDC,XDC Network,coingecko,0.03185714,635461770,24875845,-2.36007,7.641873435034717,LOW,SMALL_CAP,DOWN,1.64
VET,VeChain,coingecko,0.00729761,627664376,15904513,-4.21159,-4.9028547209414866,MEDIUM,SMALL_CAP,DOWN,-4.49
VVV,Venice Token,coingecko,13.59,621978010,81428316,-9.659,8.816782867677084,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.27
BDX,Beldex,coingecko,0.079273,613420038,10499752,-0.55258,-0.6661977055248345,LOW,SMALL_CAP,FLAT,-0.6
BONK,Bonk,coingecko,6.84e-06,601859743,51593493,-4.80677,-0.06539953543277827,MEDIUM,SMALL_CAP,DOWN,-2.91
OUSG,OUSG,coingecko,115.23,596689615,0.0,0.00915,0.06396057304033169,LOW,SMALL_CAP,FLAT,0.03
B,BUILDon,coingecko,0.517735,594859225,68357620,-14.51738,52.444684692260644,HIGH,SMALL_CAP,STRONG_DOWN,12.27
GHO,GHO,coingecko,0.999392,583669347,7672386,-0.02185,-0.03356558175306069,LOW,SMALL_CAP,FLAT,-0.03
DEXE,DeXe,coingecko,12.2,571621642,16125610,-7.33651,6.67946869779891,MEDIUM,SMALL_CAP,STRONG_DOWN,-1.73
PENGU,Pudgy Penguins,coingecko,0.0090159,567351268,126983000,-4.4518,-13.55545317196946,MEDIUM,SMALL_CAP,DOWN,-8.09
TRUMP,Official Trump,coingecko,2.37,561500911,217303883,-4.66017,1.43467544447591,MEDIUM,SMALL_CAP,DOWN,-2.22
DASH,Dash,coingecko,44.13,560224641,84129631,-4.77181,-14.452437208651947,MEDIUM,SMALL_CAP,DOWN,-8.64
USD0,Usual USD,coingecko,0.997976,556463291,51529,-0.00813,-0.007757617959078309,LOW,SMALL_CAP,FLAT,-0.01
ZANO,Zano,coingecko_trending,0.00014113973287966478,207,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LAB,LAB,coingecko_trending,7.07301272855785e-05,121,0,0,0,LOW,MICRO_CAP,FLAT,0.0
BILL,Billions Network,coingecko_trending,2.1337903524987664e-06,123,0,0,0,LOW,MICRO_CAP,FLAT,0.0
PROS,Pharos,coingecko_trending,9.260696239239447e-06,303,0,0,0,LOW,MICRO_CAP,FLAT,0.0
KISHU,Kishu Inu,coingecko_trending,3.2367374563184196e-15,813,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LUNC,Terra Luna Classic,coingecko_trending,1.0274845550348412e-09,116,0,0,0,LOW,MICRO_CAP,FLAT,0.0
