symbol,name,source,price_usd,market_cap,volume_24h,change_24h,change_7d,volatility,mcap_tier,trend,momentum_score
HBAR,Hedera,coingecko,0.093217,4043866611,70478858,-1.24148,2.79151103151545,LOW,MID_CAP,DOWN,0.37
USDE,Ethena USDe,coingecko,1.0,4028451509,303723930,0.0673,0.10398168233435535,LOW,MID_CAP,FLAT,0.08
SHIB,Shiba Inu,coingecko,6.29e-06,3711048056,140596120,-3.29883,-0.49897715684884936,MEDIUM,MID_CAP,DOWN,-2.18
RAIN,Rain,coingecko,0.00750034,3588788145,26507619,-0.95041,5.092438002082877,LOW,MID_CAP,FLAT,1.47
PYUSD,PayPal USD,coingecko,0.999718,3475841156,58805800,-0.01221,-0.01658719634986014,LOW,MID_CAP,FLAT,-0.01
USDG,Global Dollar,coingecko,0.999539,3417391811,325754658,-0.02009,-0.03340035747786469,LOW,MID_CAP,FLAT,-0.03
CRO,Cronos,coingecko,0.073459,3202596178,19437750,-7.18364,4.315597665359521,MEDIUM,MID_CAP,STRONG_DOWN,-2.58
USYC,Circle USYC,coingecko,1.12,2993245535,112267,0.0,0.0,LOW,MID_CAP,FLAT,0.0
TAO,Bittensor,coingecko,295.2,2838418450,216143768,-3.36177,-4.856233911515551,MEDIUM,MID_CAP,DOWN,-3.96
XAUT,Tether Gold,coingecko,4683.53,2774448601,147286065,-0.40282,-0.17060523008274606,LOW,MID_CAP,FLAT,-0.31
BUIDL,BlackRock USD Institutional Digital Liquidity Fund,coingecko,1.0,2298958109,0.0,0.0,0.0,LOW,MID_CAP,FLAT,0.0
UNI,Uniswap,coingecko,3.61,2295281757,184563405,-4.98021,5.220516992593558,MEDIUM,MID_CAP,DOWN,-0.9
DOT,Polkadot,coingecko,1.33,2242830834,201426165,-4.30584,1.4231673814729862,MEDIUM,MID_CAP,DOWN,-2.01
MNT,Mantle,coingecko,0.676134,2234728606,53518711,0.38364,2.5629914002058563,LOW,MID_CAP,FLAT,1.26
PAXG,PAX Gold,coingecko,4682.54,2209886870,135168546,-0.45019,-0.034238753112433455,LOW,MID_CAP,FLAT,-0.28
WLFI,World Liberty Financial,coingecko,0.068929,2195617430,62006160,-0.66198,2.098155291766664,LOW,MID_CAP,FLAT,0.44
NEAR,NEAR Protocol,coingecko,1.58,2046606697,322622061,-3.49178,6.0315368392563595,MEDIUM,MID_CAP,DOWN,0.32
USDY,Ondo US Dollar Yield,coingecko,1.13,1889023668,464980,-0.62635,-0.04226456648824603,LOW,MID_CAP,FLAT,-0.39
ONDO,Ondo,coingecko,0.38607,1886718691,157577924,-3.46857,15.931138521414754,MEDIUM,MID_CAP,DOWN,4.29
PI,Pi Network,coingecko,0.170616,1787704384,12999193,-0.70489,-5.179483369707634,LOW,MID_CAP,FLAT,-2.49
USDF,Falcon USD,coingecko,0.998314,1780470658,423318,-0.14956,0.004880208119807193,LOW,MID_CAP,FLAT,-0.09
OKB,OKB,coingecko,84.7,1778788419,18891669,-1.56358,-2.1443429751238217,LOW,MID_CAP,DOWN,-1.8
HTX,HTX DAO,coingecko,1.96e-06,1774105454,93827889,-0.27037,-0.33150987439171864,LOW,MID_CAP,FLAT,-0.29
ASTER,Aster,coingecko,0.671772,1734791575,129794383,-0.65086,-0.23918093196212276,LOW,MID_CAP,FLAT,-0.49
PEPE,Pepe,coingecko,4.06e-06,1706908588,236852693,-3.14688,-2.3943227560553355,MEDIUM,MID_CAP,DOWN,-2.85
SKY,Sky,coingecko,0.072557,1685004513,12126272,-5.18831,-9.031268495645755,MEDIUM,MID_CAP,STRONG_DOWN,-6.73
ICP,Internet Computer,coingecko,2.99,1654063424,75478068,-7.02529,0.8654242269188188,MEDIUM,MID_CAP,STRONG_DOWN,-3.87
RLUSD,Ripple USD,coingecko,0.999858,1553290600,116624481,-0.01315,-0.01128332982215705,LOW,MID_CAP,FLAT,-0.01
USDD,USDD,coingecko,0.999521,1472766319,15425549,-0.01125,-0.021504959479894593,LOW,MID_CAP,FLAT,-0.02
AAVE,Aave,coingecko,96.89,1471290494,300024775,-1.41188,4.034935262559488,LOW,MID_CAP,DOWN,0.77
ETC,Ethereum Classic,coingecko,9.29,1452856821,51933733,-1.85159,0.16538111997930147,LOW,MID_CAP,DOWN,-1.04
BGB,Bitget Token,coingecko,2.07,1447831314,16806500,-0.56752,-3.4915842153855117,LOW,MID_CAP,FLAT,-1.74
BFUSD,BFUSD,coingecko,0.9987,1318416148,1283766,-0.04999,-0.03999493199529645,LOW,MID_CAP,FLAT,-0.05
MORPHO,Morpho,coingecko,1.97,1248845699,10465079,-4.37194,-9.09280504180083,MEDIUM,MID_CAP,DOWN,-6.26
KCS,KuCoin,coingecko,8.34,1123134271,2530253,-1.55883,-0.6043689567808773,LOW,MID_CAP,DOWN,-1.18
JTRSY,Janus Henderson Anemoy Treasury Fund,coingecko,1.1,1113345591,0.0,0.00879,0.18435355924968794,LOW,MID_CAP,FLAT,0.08
QNT,Quant,coingecko,74.97,1090020051,12961580,1.17149,7.317535824402084,LOW,MID_CAP,UP,3.63
ENA,Ethena,coingecko,0.117482,1060355827,104492091,-5.2639,0.6629694440726888,MEDIUM,MID_CAP,STRONG_DOWN,-2.89
ALGO,Algorand,coingecko,0.117616,1048405748,31900740,-4.68488,-7.021087801650309,MEDIUM,MID_CAP,DOWN,-5.62
ATOM,Cosmos Hub,coingecko,2.02,1028789678,66107060,-5.30173,7.193094325263701,MEDIUM,MID_CAP,STRONG_DOWN,-0.3
U,United Stables,coingecko,1.0,1027201488,7082742,0.0762,0.021185793878486733,LOW,MID_CAP,FLAT,0.05
USTB,Superstate Short Duration U.S. Government Securities Fund (USTB),coingecko,11.08,1016644652,0.0,0.0095,0.06496005854985536,LOW,MID_CAP,FLAT,0.03
KAS,Kaspa,coingecko,0.03701471,1016484103,22521627,-3.10834,0.5346671973745662,MEDIUM,MID_CAP,DOWN,-1.65
POL,POL (ex-MATIC),coingecko,0.094995,1010881692,50487323,-5.08936,-4.385651417061806,MEDIUM,MID_CAP,STRONG_DOWN,-4.81
EUTBL,Spiko EU T-Bills Money Market Fund,coingecko,1.23,990838069,0.0,-0.10011,-0.2947975822516157,LOW,SMALL_CAP,FLAT,-0.18
RENDER,Render,coingecko,1.87,970854442,84632107,-3.53781,-3.776016909805425,MEDIUM,SMALL_CAP,DOWN,-3.63
BCAP,Blockchain Capital,coingecko,105.87,964699192,0.0,0.0,0.09454476694715754,LOW,SMALL_CAP,FLAT,0.04
NEXO,NEXO,coingecko,0.902521,902552588,8279873,-1.71197,0.2650196102793052,LOW,SMALL_CAP,DOWN,-0.92
STABLE,​​Stable,coingecko,0.03888622,881182418,22532848,0.61067,16.9223790777685,LOW,SMALL_CAP,FLAT,7.14
WLD,Worldcoin,coingecko,0.258242,874070058,123119585,-6.54043,2.0172699780670325,MEDIUM,SMALL_CAP,STRONG_DOWN,-3.12
APT,Aptos,coingecko,1.037,850384146,71685642,-6.02543,2.3552618122582882,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.67
FIL,Filecoin,coingecko,1.041,813584806,82437071,-5.01327,-4.260131344701704,MEDIUM,SMALL_CAP,STRONG_DOWN,-4.71
USDTB,USDtb,coingecko,0.99925,813145233,4645057,-0.03677,-0.0676082221131913,LOW,SMALL_CAP,FLAT,-0.05
ARB,Arbitrum,coingecko,0.130611,804112274,75176827,-6.93241,4.270857941611472,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.45
GT,Gate,coingecko,7.28,775340384,2387443,-0.6358,-1.2568089876530013,LOW,SMALL_CAP,FLAT,-0.88
JST,JUST,coingecko,0.090559,774333943,23307377,0.37583,5.470010108094579,LOW,SMALL_CAP,FLAT,2.41
FLR,Flare,coingecko,0.00864981,745108069,2699880,-1.50576,10.587455260640963,LOW,SMALL_CAP,DOWN,3.33
JUP,Jupiter,coingecko,0.221997,738836789,33931949,-7.50364,12.939001587645352,MEDIUM,SMALL_CAP,STRONG_DOWN,0.67
PUMP,Pump.fun,coingecko,0.00185197,660467526,51457187,-7.54496,-3.667412836811501,MEDIUM,SMALL_CAP,STRONG_DOWN,-5.99
XDC,XDC Network,coingecko,0.03181355,634411027,24935489,-2.4376,7.494565589341621,LOW,SMALL_CAP,DOWN,1.54
VET,VeChain,coingecko,0.00729276,627151093,17244475,-4.48956,-4.966028534011594,MEDIUM,SMALL_CAP,DOWN,-4.68
VVV,Venice Token,coingecko,13.38,615871296,107704263,-11.30748,7.175793571888954,HIGH,SMALL_CAP,STRONG_DOWN,-3.91
BDX,Beldex,coingecko,0.079215,612843519,10491756,-0.52899,-0.7387610206584256,LOW,SMALL_CAP,FLAT,-0.61
BONK,Bonk,coingecko,6.82e-06,600543994,51969735,-4.94161,-0.35494299335445667,MEDIUM,SMALL_CAP,DOWN,-3.11
OUSG,OUSG,coingecko,115.23,596689615,0.0,0.00915,0.06396057304033169,LOW,SMALL_CAP,FLAT,0.03
GHO,GHO,coingecko,0.999417,583661408,7664984,-0.0162,-0.031010103827463303,LOW,SMALL_CAP,FLAT,-0.02
DEXE,DeXe,coingecko,12.33,576496786,15802018,-6.01294,7.821877957181809,MEDIUM,SMALL_CAP,STRONG_DOWN,-0.48
PENGU,Pudgy Penguins,coingecko,0.00899342,565352786,127370621,-4.79513,-13.770946091736255,MEDIUM,SMALL_CAP,DOWN,-8.39
TRUMP,Official Trump,coingecko,2.36,560325537,215725879,-4.8085,0.9583550412123597,MEDIUM,SMALL_CAP,DOWN,-2.5
DASH,Dash,coingecko,44.01,558866117,84736095,-5.1671,-14.686268384320547,MEDIUM,SMALL_CAP,STRONG_DOWN,-8.97
USD0,Usual USD,coingecko,0.997993,556477832,51515,-0.00502,-0.005980524513112641,LOW,SMALL_CAP,FLAT,-0.01
HASH,Provenance Blockchain,coingecko,0.01047651,554968242,30446,0.1099,-8.02774034372407,LOW,SMALL_CAP,FLAT,-3.15
ZANO,Zano,coingecko_trending,0.0001410146603868773,207,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LAB,LAB,coingecko_trending,6.91892554424706e-05,121,0,0,0,LOW,MICRO_CAP,FLAT,0.0
BILL,Billions Network,coingecko_trending,2.1894036847551396e-06,124,0,0,0,LOW,MICRO_CAP,FLAT,0.0
PROS,Pharos,coingecko_trending,9.504229118411802e-06,296,0,0,0,LOW,MICRO_CAP,FLAT,0.0
MON,Monad,coingecko_trending,3.751878840241489e-07,142,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LUNC,Terra Luna Classic,coingecko_trending,1.0264759385538315e-09,116,0,0,0,LOW,MICRO_CAP,FLAT,0.0
OCT,Octra,coingecko_trending,7.044921943376942e-07,644,0,0,0,LOW,MICRO_CAP,FLAT,0.0
