symbol,name,source,price_usd,market_cap,volume_24h,change_24h,change_7d,volatility,mcap_tier,trend,momentum_score
PAXG,PAX Gold,coingecko,4688.87,2212982658,135757746,-0.13847,0.10077878006957958,LOW,MID_CAP,FLAT,-0.04
WLFI,World Liberty Financial,coingecko,0.068653,2179995416,59326131,-0.33412,1.6899532266715402,LOW,MID_CAP,FLAT,0.48
NEAR,NEAR Protocol,coingecko,1.58,2044639682,319566307,-3.13034,5.935650587103071,MEDIUM,MID_CAP,DOWN,0.5
USDY,Ondo US Dollar Yield,coingecko,1.13,1887527866,467475,-0.06042,-0.09444885898152239,LOW,MID_CAP,FLAT,-0.07
ONDO,Ondo,coingecko,0.386507,1881990956,155292803,-2.59724,16.062391268525257,LOW,MID_CAP,DOWN,4.87
PI,Pi Network,coingecko,0.170303,1784414146,12987676,-0.96108,-5.352940918915974,LOW,MID_CAP,FLAT,-2.72
USDF,Falcon USD,coingecko,0.99818,1781563540,367497,-0.0875,-0.008532983608071044,LOW,MID_CAP,FLAT,-0.06
OKB,OKB,coingecko,84.75,1778879707,18824332,-1.33728,-2.0816583844653973,LOW,MID_CAP,DOWN,-1.64
HTX,HTX DAO,coingecko,1.96e-06,1773537056,94875899,-0.60324,-0.5179242851211541,LOW,MID_CAP,FLAT,-0.57
ASTER,Aster,coingecko,0.671397,1732393908,129982020,-0.64967,-0.2948724111238197,LOW,MID_CAP,FLAT,-0.51
PEPE,Pepe,coingecko,4.06e-06,1706303975,237373097,-2.88891,-2.350595830468869,LOW,MID_CAP,DOWN,-2.67
SKY,Sky,coingecko,0.072595,1685207248,12181013,-5.05649,-8.983661179932707,MEDIUM,MID_CAP,STRONG_DOWN,-6.63
ICP,Internet Computer,coingecko,2.98,1644269715,72501844,-7.58895,0.45082615085672373,MEDIUM,MID_CAP,STRONG_DOWN,-4.37
RLUSD,Ripple USD,coingecko,0.999824,1553247667,119484935,-0.02094,-0.014736155863562275,LOW,MID_CAP,FLAT,-0.02
AAVE,Aave,coingecko,97.09,1474025826,299742900,-0.95148,4.2531856406646895,LOW,MID_CAP,FLAT,1.13
USDD,USDD,coingecko,0.999607,1472296410,16111372,-0.00722,-0.012913731203643352,LOW,MID_CAP,FLAT,-0.01
ETC,Ethereum Classic,coingecko,9.28,1452317302,45048574,-1.76466,0.010777540928849666,LOW,MID_CAP,DOWN,-1.05
BGB,Bitget Token,coingecko,2.07,1448030348,16614525,-0.95243,-3.4306784431186124,LOW,MID_CAP,FLAT,-1.94
BFUSD,BFUSD,coingecko,0.9986,1318284245,1301584,-0.04984,-0.04996228651119308,LOW,MID_CAP,FLAT,-0.05
MORPHO,Morpho,coingecko,1.97,1247887178,10475473,-4.27005,-9.072248856234006,MEDIUM,MID_CAP,DOWN,-6.19
KCS,KuCoin,coingecko,8.34,1122889678,2306545,-1.55021,-0.6260457056381462,LOW,MID_CAP,DOWN,-1.18
JTRSY,Janus Henderson Anemoy Treasury Fund,coingecko,1.1,1113345591,0.0,0.00879,0.18435355924968794,LOW,MID_CAP,FLAT,0.08
QNT,Quant,coingecko,74.74,1087070079,12027725,1.2182,6.997044667651912,LOW,MID_CAP,UP,3.53
ENA,Ethena,coingecko,0.117402,1060181155,103894340,-4.82967,0.5937670691253595,MEDIUM,MID_CAP,DOWN,-2.66
ALGO,Algorand,coingecko,0.11785,1049903266,32022738,-4.3116,-6.836316389048215,MEDIUM,MID_CAP,DOWN,-5.32
U,United Stables,coingecko,0.999843,1027826135,212903178,-0.03197,-0.01196213657290445,LOW,MID_CAP,FLAT,-0.02
ATOM,Cosmos Hub,coingecko,2.02,1025725069,65355527,-4.82881,6.823058652615295,MEDIUM,MID_CAP,DOWN,-0.17
USTB,Superstate Short Duration U.S. Government Securities Fund (USTB),coingecko,11.08,1016644652,0.0,0.0095,0.06496005854985536,LOW,MID_CAP,FLAT,0.03
KAS,Kaspa,coingecko,0.03703598,1015504449,22346860,-2.89512,0.592438206562236,LOW,MID_CAP,DOWN,-1.5
POL,POL (ex-MATIC),coingecko,0.094808,1008894073,48534752,-5.14923,-4.573593588806908,MEDIUM,MID_CAP,STRONG_DOWN,-4.92
EUTBL,Spiko EU T-Bills Money Market Fund,coingecko,1.23,991720493,0.0,-0.00476,-0.25437211761126954,LOW,SMALL_CAP,FLAT,-0.1
RENDER,Render,coingecko,1.87,970041231,83884127,-3.18317,-3.6983191188649256,MEDIUM,SMALL_CAP,DOWN,-3.39
BCAP,Blockchain Capital,coingecko,105.87,964699192,0.0,0.0,0.09454476694715754,LOW,SMALL_CAP,FLAT,0.04
NEXO,NEXO,coingecko,0.902956,902689093,8270247,-1.44125,0.313332172972631,LOW,SMALL_CAP,DOWN,-0.74
STABLE,​​Stable,coingecko,0.03874017,878044987,22346887,0.18734,16.483223013112532,LOW,SMALL_CAP,FLAT,6.71
WLD,Worldcoin,coingecko,0.258255,872042743,120344858,-6.43199,2.0225542256423887,MEDIUM,SMALL_CAP,STRONG_DOWN,-3.05
APT,Aptos,coingecko,1.037,849395207,72950442,-5.8738,2.349471471651733,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.58
FIL,Filecoin,coingecko,1.044,815473805,82123726,-4.76738,-4.016342674289248,MEDIUM,SMALL_CAP,DOWN,-4.47
USDTB,USDtb,coingecko,0.99924,813136528,4645005,-0.06446,-0.06860799031949459,LOW,SMALL_CAP,FLAT,-0.07
ARB,Arbitrum,coingecko,0.130545,803030644,74565763,-6.7258,4.217548648513382,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.35
GT,Gate,coingecko,7.29,776267275,2366719,-0.34304,-1.1113708356557692,LOW,SMALL_CAP,FLAT,-0.65
JST,JUST,coingecko,0.090549,773410683,22649622,0.01284,5.458315251229879,LOW,SMALL_CAP,FLAT,2.19
FLR,Flare,coingecko,0.00865992,745775052,2703932,-1.39832,10.716639032198321,LOW,SMALL_CAP,DOWN,3.45
JUP,Jupiter,coingecko,0.221911,736749191,33399524,-7.18845,12.895102248655043,MEDIUM,SMALL_CAP,STRONG_DOWN,0.84
PUMP,Pump.fun,coingecko,0.00184979,659049307,48858356,-7.42375,-3.78070747851771,MEDIUM,SMALL_CAP,STRONG_DOWN,-5.97
XDC,XDC Network,coingecko,0.03156703,632775138,24689724,-2.35421,6.661594934330043,LOW,SMALL_CAP,DOWN,1.25
VET,VeChain,coingecko,0.00729815,627534638,15942386,-4.2496,-4.895763705681845,MEDIUM,SMALL_CAP,DOWN,-4.51
VVV,Venice Token,coingecko,13.5,620493956,110778580,-10.08807,8.1480819910176,HIGH,SMALL_CAP,STRONG_DOWN,-2.79
BDX,Beldex,coingecko,0.079266,613289169,10407522,-0.51509,-0.6746066606787935,LOW,SMALL_CAP,FLAT,-0.58
BONK,Bonk,coingecko,6.83e-06,601067961,51915860,-4.50493,-0.21556204044381996,MEDIUM,SMALL_CAP,DOWN,-2.79
OUSG,OUSG,coingecko,115.23,596689615,0.0,0.00915,0.06396057304033169,LOW,SMALL_CAP,FLAT,0.03
DEXE,DeXe,coingecko,12.53,585570582,15928334,-4.74122,9.544728350849702,MEDIUM,SMALL_CAP,DOWN,0.97
GHO,GHO,coingecko,0.99943,583671636,7892429,-0.01359,-0.029714367603517935,LOW,SMALL_CAP,FLAT,-0.02
PENGU,Pudgy Penguins,coingecko,0.00901958,566854198,123368620,-4.265,-13.520153835218252,MEDIUM,SMALL_CAP,DOWN,-7.97
TRUMP,Official Trump,coingecko,2.35,559449772,213502174,-4.95607,0.8271205768528231,MEDIUM,SMALL_CAP,DOWN,-2.64
DASH,Dash,coingecko,44.06,557818113,84636929,-4.9352,-14.588382464297442,MEDIUM,SMALL_CAP,DOWN,-8.8
USD0,Usual USD,coingecko,0.998212,556594711,51526,-0.00144,0.015916361070200273,LOW,SMALL_CAP,FLAT,0.01
HASH,Provenance Blockchain,coingecko,0.01049794,556110757,30565,0.25898,-7.839668615816859,LOW,SMALL_CAP,FLAT,-2.98
FIRO,Firo,coingecko_trending,1.7411164758894377e-05,796,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LAB,LAB,coingecko_trending,6.850941761808664e-05,123,0,0,0,LOW,MICRO_CAP,FLAT,0.0
BILL,Billions Network,coingecko_trending,2.1368519392147746e-06,125,0,0,0,LOW,MICRO_CAP,FLAT,0.0
PROS,Pharos,coingecko_trending,9.233997228456035e-06,303,0,0,0,LOW,MICRO_CAP,FLAT,0.0
ZANO,Zano,coingecko_trending,0.00014122723003353417,207,0,0,0,LOW,MICRO_CAP,FLAT,0.0
POD,Dolphin,coingecko_trending,4.189826105373691e-06,945,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LUNC,Terra Luna Classic,coingecko_trending,1.022631879747416e-09,116,0,0,0,LOW,MICRO_CAP,FLAT,0.0
UP,Superform,coingecko_trending,2.402930354818493e-06,624,0,0,0,LOW,MICRO_CAP,FLAT,0.0
