symbol,name,source,price_usd,market_cap,volume_24h,change_24h,change_7d,volatility,mcap_tier,trend,momentum_score
SHIB,Shiba Inu,coingecko,6.29e-06,3711048056,142189768,-3.30351,-0.48293034456884715,MEDIUM,MID_CAP,DOWN,-2.18
RAIN,Rain,coingecko,0.00750015,3588788145,26496957,-0.95773,5.089748441248741,LOW,MID_CAP,FLAT,1.46
PYUSD,PayPal USD,coingecko,0.999553,3475841156,77883966,-0.0154,-0.033188377404542314,LOW,MID_CAP,FLAT,-0.02
USDG,Global Dollar,coingecko,0.999529,3417391811,325660004,-0.023,-0.0343590742099,LOW,MID_CAP,FLAT,-0.03
CRO,Cronos,coingecko,0.073459,3203347842,19402923,-7.09133,4.316479757135118,MEDIUM,MID_CAP,STRONG_DOWN,-2.53
USYC,Circle USYC,coingecko,1.12,2993245535,112267,0.0,0.0,LOW,MID_CAP,FLAT,0.0
TAO,Bittensor,coingecko,295.44,2838418450,216160775,-3.38416,-4.779812890837303,MEDIUM,MID_CAP,DOWN,-3.94
XAUT,Tether Gold,coingecko,4683.02,2773430055,147284579,-0.37083,-0.18160380623197023,LOW,MID_CAP,FLAT,-0.3
UNI,Uniswap,coingecko,3.61,2299351641,184278877,-5.04711,5.2391796841081435,MEDIUM,MID_CAP,STRONG_DOWN,-0.93
BUIDL,BlackRock USD Institutional Digital Liquidity Fund,coingecko,1.0,2298958109,0.0,0.0,0.0,LOW,MID_CAP,FLAT,0.0
DOT,Polkadot,coingecko,1.33,2246091069,201478469,-4.46768,1.4523119146357584,MEDIUM,MID_CAP,DOWN,-2.1
MNT,Mantle,coingecko,0.676719,2234728606,53517397,0.51686,2.6517290838700274,LOW,MID_CAP,FLAT,1.37
PAXG,PAX Gold,coingecko,4682.42,2209212386,135271582,-0.419,-0.036990387815830854,LOW,MID_CAP,FLAT,-0.27
WLFI,World Liberty Financial,coingecko,0.068971,2195617430,62073110,-0.4592,2.160735347418552,LOW,MID_CAP,FLAT,0.59
NEAR,NEAR Protocol,coingecko,1.58,2046054823,322666531,-4.06791,6.059169870421108,MEDIUM,MID_CAP,DOWN,-0.02
USDY,Ondo US Dollar Yield,coingecko,1.13,1889023668,464985,-0.11475,-0.041021896175356495,LOW,MID_CAP,FLAT,-0.09
ONDO,Ondo,coingecko,0.386938,1886718691,155344655,-3.50147,16.191737250332462,MEDIUM,MID_CAP,DOWN,4.38
PI,Pi Network,coingecko,0.1706,1787048664,13012317,-0.85379,-5.188221764561376,LOW,MID_CAP,FLAT,-2.59
USDF,Falcon USD,coingecko,0.99812,1780969902,368219,-0.18509,-0.014594428914222092,LOW,MID_CAP,FLAT,-0.12
OKB,OKB,coingecko,84.73,1779987659,18871177,-1.35667,-2.107253687715948,LOW,MID_CAP,DOWN,-1.66
HTX,HTX DAO,coingecko,1.96e-06,1774105454,93798995,-0.22866,-0.33690217794276467,LOW,MID_CAP,FLAT,-0.27
ASTER,Aster,coingecko,0.67197,1734791575,129849155,-0.63525,-0.20985914803405187,LOW,MID_CAP,FLAT,-0.47
PEPE,Pepe,coingecko,4.06e-06,1706908588,237032753,-3.1406,-2.3577489826917057,MEDIUM,MID_CAP,DOWN,-2.83
SKY,Sky,coingecko,0.072551,1685004513,11999743,-5.15833,-9.037974036468627,MEDIUM,MID_CAP,STRONG_DOWN,-6.71
ICP,Internet Computer,coingecko,2.99,1654063424,75418807,-7.18119,0.9052441597963272,MEDIUM,MID_CAP,STRONG_DOWN,-3.95
RLUSD,Ripple USD,coingecko,0.999857,1553290600,114212210,-0.01575,-0.01137906773918829,LOW,MID_CAP,FLAT,-0.01
AAVE,Aave,coingecko,96.96,1474934315,300059107,-1.25242,4.107679582759266,LOW,MID_CAP,DOWN,0.89
USDD,USDD,coingecko,0.999568,1472766319,15797553,-0.0167,-0.016762032739672562,LOW,MID_CAP,FLAT,-0.02
ETC,Ethereum Classic,coingecko,9.28,1455135573,44964669,-1.97868,0.10024273651153895,LOW,MID_CAP,DOWN,-1.15
BGB,Bitget Token,coingecko,2.07,1447831314,16799867,-0.97976,-3.5001512056500608,LOW,MID_CAP,FLAT,-1.99
BFUSD,BFUSD,coingecko,0.9987,1318416148,1283766,-0.04993,-0.03999493199529645,LOW,MID_CAP,FLAT,-0.05
MORPHO,Morpho,coingecko,1.97,1248845699,10469159,-4.42056,-9.053377782122258,MEDIUM,MID_CAP,DOWN,-6.27
KCS,KuCoin,coingecko,8.34,1123801998,2552537,-1.56492,-0.6105179473818737,LOW,MID_CAP,DOWN,-1.18
JTRSY,Janus Henderson Anemoy Treasury Fund,coingecko,1.1,1113345591,0.0,0.00879,0.18435355924968794,LOW,MID_CAP,FLAT,0.08
QNT,Quant,coingecko,74.92,1089114599,12937255,1.02277,7.251151523640448,LOW,MID_CAP,UP,3.51
ENA,Ethena,coingecko,0.117575,1062648536,104506742,-5.13084,0.742280482311131,MEDIUM,MID_CAP,STRONG_DOWN,-2.78
ALGO,Algorand,coingecko,0.117659,1049606701,31908703,-4.71054,-6.9871119384557066,MEDIUM,MID_CAP,DOWN,-5.62
ATOM,Cosmos Hub,coingecko,2.02,1030743635,66205756,-5.46729,7.23221573377355,MEDIUM,MID_CAP,STRONG_DOWN,-0.39
U,United Stables,coingecko,0.999192,1027201488,106644286,-0.07938,-0.0770667349596635,LOW,MID_CAP,FLAT,-0.08
USTB,Superstate Short Duration U.S. Government Securities Fund (USTB),coingecko,11.08,1016644652,0.0,0.0095,0.06496005854985536,LOW,MID_CAP,FLAT,0.03
KAS,Kaspa,coingecko,0.0370483,1016484103,22524034,-3.01492,0.6258972924878939,MEDIUM,MID_CAP,DOWN,-1.56
POL,POL (ex-MATIC),coingecko,0.094976,1010881692,48620002,-5.13929,-4.4053848561004685,MEDIUM,MID_CAP,STRONG_DOWN,-4.85
EUTBL,Spiko EU T-Bills Money Market Fund,coingecko,1.23,990838069,0.0,-0.14853,-0.3431248963829637,LOW,SMALL_CAP,FLAT,-0.23
RENDER,Render,coingecko,1.87,970854442,84614568,-3.61142,-3.6832764531988027,MEDIUM,SMALL_CAP,DOWN,-3.64
BCAP,Blockchain Capital,coingecko,105.87,964699192,0.0,0.0,0.09454476694715754,LOW,SMALL_CAP,FLAT,0.04
NEXO,NEXO,coingecko,0.902609,902985313,8288537,-1.74205,0.27479550043897855,LOW,SMALL_CAP,DOWN,-0.94
STABLE,​​Stable,coingecko,0.03891657,881182418,22537471,0.48995,17.013617783404506,LOW,SMALL_CAP,FLAT,7.1
WLD,Worldcoin,coingecko,0.258513,874070058,123061846,-6.35253,2.1242958335597253,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.96
APT,Aptos,coingecko,1.038,850384146,73103020,-6.085,2.4284503883366018,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.68
FIL,Filecoin,coingecko,1.042,814804702,81983207,-4.83694,-4.168607651058632,MEDIUM,SMALL_CAP,DOWN,-4.57
USDTB,USDtb,coingecko,0.999256,813122369,4645087,-0.03393,-0.06695605108944555,LOW,SMALL_CAP,FLAT,-0.05
ARB,Arbitrum,coingecko,0.130652,804112274,75164849,-6.88432,4.302904854179896,MEDIUM,SMALL_CAP,STRONG_DOWN,-2.41
GT,Gate,coingecko,7.28,776346904,2388746,-0.61405,-1.2351990105182156,LOW,SMALL_CAP,FLAT,-0.86
JST,JUST,coingecko,0.090597,774333943,23236867,0.48033,5.5142446917501236,LOW,SMALL_CAP,FLAT,2.49
FLR,Flare,coingecko,0.00865015,745108069,2678854,-1.37745,10.591679092764068,LOW,SMALL_CAP,DOWN,3.41
JUP,Jupiter,coingecko,0.222179,738836789,33829365,-7.48948,13.031362148993198,MEDIUM,SMALL_CAP,STRONG_DOWN,0.72
PUMP,Pump.fun,coingecko,0.00185274,661614001,51464579,-7.61501,-3.62719800816512,MEDIUM,SMALL_CAP,STRONG_DOWN,-6.02
XDC,XDC Network,coingecko,0.03180923,634399579,24926620,-2.4792,7.479966264730607,LOW,SMALL_CAP,DOWN,1.5
VET,VeChain,coingecko,0.00729592,628263344,17248551,-4.46395,-4.924848077071344,MEDIUM,SMALL_CAP,DOWN,-4.65
VVV,Venice Token,coingecko,13.37,616623121,107590233,-11.76814,7.0444781335528575,HIGH,SMALL_CAP,STRONG_DOWN,-4.24
BDX,Beldex,coingecko,0.079204,613041918,10484244,-0.60985,-0.7528734149420941,LOW,SMALL_CAP,FLAT,-0.67
BONK,Bonk,coingecko,6.82e-06,600543994,51970931,-5.04778,-0.33153376861102457,MEDIUM,SMALL_CAP,STRONG_DOWN,-3.16
OUSG,OUSG,coingecko,115.23,596689615,0.0,0.00915,0.06396057304033169,LOW,SMALL_CAP,FLAT,0.03
GHO,GHO,coingecko,0.99942,583661408,7666688,-0.01593,-0.030738161381976343,LOW,SMALL_CAP,FLAT,-0.02
DEXE,DeXe,coingecko,12.33,576402903,15804615,-6.42359,7.821417801341454,MEDIUM,SMALL_CAP,STRONG_DOWN,-0.73
PENGU,Pudgy Penguins,coingecko,0.00899661,565820736,127530668,-4.73001,-13.74041829689231,MEDIUM,SMALL_CAP,DOWN,-8.33
TRUMP,Official Trump,coingecko,2.36,561303882,215897202,-4.67599,1.0950607670564494,MEDIUM,SMALL_CAP,DOWN,-2.37
DASH,Dash,coingecko,44.03,559772863,84882005,-4.91513,-14.661983319180532,MEDIUM,SMALL_CAP,DOWN,-8.81
USD0,Usual USD,coingecko,0.998001,556477832,51515,-0.00412,-0.005188277030468998,LOW,SMALL_CAP,FLAT,-0.0
HASH,Provenance Blockchain,coingecko,0.01047653,555178965,30446,0.02301,-8.027543980492473,LOW,SMALL_CAP,FLAT,-3.2
ZANO,Zano,coingecko_trending,0.0001410146603868773,207,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LAB,LAB,coingecko_trending,6.91892554424706e-05,121,0,0,0,LOW,MICRO_CAP,FLAT,0.0
BILL,Billions Network,coingecko_trending,2.1894036847551396e-06,124,0,0,0,LOW,MICRO_CAP,FLAT,0.0
PROS,Pharos,coingecko_trending,9.504229118411802e-06,296,0,0,0,LOW,MICRO_CAP,FLAT,0.0
MON,Monad,coingecko_trending,3.751878840241489e-07,142,0,0,0,LOW,MICRO_CAP,FLAT,0.0
LUNC,Terra Luna Classic,coingecko_trending,1.0264759385538315e-09,116,0,0,0,LOW,MICRO_CAP,FLAT,0.0
OCT,Octra,coingecko_trending,7.044921943376942e-07,644,0,0,0,LOW,MICRO_CAP,FLAT,0.0
